type,key,category,group,pattern,result,ingredients,ingredient,experience,cookingtime,input,material,addition,template,base,show_notification
minecraft:crafting_shapeless,,misc,red_dye,,@{count=2; id=minecraft:red_dye},"""minecraft:rose_bush""",,,,,,,,,
minecraft:crafting_shapeless,,misc,red_dye,,@{count=1; id=minecraft:red_dye},"""minecraft:red_tulip""",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:red_glazed_terracotta},,minecraft:red_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:red_harness},,,,,,,,,,
minecraft:crafting_shaped,@{N=minecraft:nether_brick; W=minecraft:nether_wart},building,,"[""NW"",""WN""]",@{count=1; id=minecraft:red_nether_bricks},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_nether_bricks},building,,"""###""",@{count=6; id=minecraft:red_nether_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:red_nether_brick_slab},,minecraft:red_nether_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_nether_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:red_nether_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:red_nether_brick_stairs},,minecraft:red_nether_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_nether_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:red_nether_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:red_nether_brick_wall},,minecraft:red_nether_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_sand},building,,"[""##"",""##""]",@{count=1; id=minecraft:red_sandstone},,,,,,,,,,
minecraft:crafting_shaped,@{#=System.Object[]},building,,"""###""",@{count=6; id=minecraft:red_sandstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:red_sandstone_slab},,minecraft:red_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=System.Object[]},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:red_sandstone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:red_sandstone_stairs},,minecraft:red_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_sandstone},misc,,"[""###"",""###""]",@{count=6; id=minecraft:red_sandstone_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:red_sandstone_wall},,minecraft:red_sandstone,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:red_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:red_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:red_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:red_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:red_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:red_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:red_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:red_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:red_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:red_terracotta},,,,,,,,,,
minecraft:crafting_special_repairitem,,misc,,,,,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:redstone_torch; I=minecraft:stone; X=minecraft:redstone},redstone,,"[""#X#"",""III""]",@{count=1; id=minecraft:repeater},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:resin_clump},building,,"[""###"",""###"",""###""]",@{count=1; id=minecraft:resin_block},,,,,,,,,,
minecraft:smelting,,misc,,,@{id=minecraft:resin_brick},,minecraft:resin_clump,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:resin_brick},building,,"[""##"",""##""]",@{count=1; id=minecraft:resin_bricks},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:resin_bricks},building,,"""###""",@{count=6; id=minecraft:resin_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:resin_brick_slab},,minecraft:resin_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:resin_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:resin_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:resin_brick_stairs},,minecraft:resin_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:resin_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:resin_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:resin_brick_wall},,minecraft:resin_bricks,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=9; id=minecraft:resin_clump},"""minecraft:resin_block""",,,,,,,,,
minecraft:crafting_shaped,@{G=minecraft:glowstone; O=minecraft:crying_obsidian},misc,,"[""OOO"",""GGG"",""OOO""]",@{count=1; id=minecraft:respawn_anchor},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:netherrack; S=minecraft:rib_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:rib_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:rib,,,,,,,,#minecraft:trim_materials,minecraft:rib_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{#=minecraft:iron_ingot; X=minecraft:leather},equipment,,"["" X "",""X#X""]",@{count=1; id=minecraft:saddle},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:sand},building,,"[""##"",""##""]",@{count=1; id=minecraft:sandstone},,,,,,,,,,
minecraft:crafting_shaped,@{#=System.Object[]},building,,"""###""",@{count=6; id=minecraft:sandstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:sandstone_slab},,minecraft:sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=System.Object[]},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:sandstone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:sandstone_stairs},,minecraft:sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:sandstone},misc,,"[""###"",""###""]",@{count=6; id=minecraft:sandstone_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:sandstone_wall},,minecraft:sandstone,,,,,,,,
minecraft:crafting_shaped,@{I=minecraft:bamboo; ~=minecraft:string},misc,,"[""I~I"",""I I"",""I I""]",@{count=6; id=minecraft:scaffolding},,,,,,,,,,
minecraft:crafting_shaped,@{C=minecraft:prismarine_crystals; S=minecraft:prismarine_shard},building,,"[""SCS"",""CCC"",""SCS""]",@{count=1; id=minecraft:sea_lantern},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:cobblestone; S=minecraft:sentry_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:sentry_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:sentry,,,,,,,,#minecraft:trim_materials,minecraft:sentry_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:terracotta; S=minecraft:shaper_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:shaper_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:shaper,,,,,,,,#minecraft:trim_materials,minecraft:shaper_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{#=minecraft:iron_ingot},equipment,,"["" #"",""# ""]",@{count=1; id=minecraft:shears},,,,,,,,,,
minecraft:crafting_shaped,@{W=#minecraft:wooden_tool_materials; o=minecraft:iron_ingot},equipment,,"[""WoW"",""WWW"","" W ""]",@{count=1; id=minecraft:shield},,,,,,,,,,
minecraft:crafting_special_shielddecoration,,misc,,,,,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:chest; -=minecraft:shulker_shell},misc,,"[""-"",""#"",""-""]",@{count=1; id=minecraft:shulker_box},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:cobbled_deepslate; S=minecraft:silence_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:silence_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:silence,,,,,,,,#minecraft:trim_materials,minecraft:silence_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:skull_banner_pattern},"[""minecraft:paper"",""minecraft:wither_skeleton_skull""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=9; id=minecraft:slime_ball},"""minecraft:slime_block""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:slime_ball},redstone,,"[""###"",""###"",""###""]",@{count=1; id=minecraft:slime_block},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks; @=minecraft:iron_ingot},misc,,"[""@@"",""##"",""##""]",@{count=1; id=minecraft:smithing_table},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:logs; X=minecraft:furnace},misc,,"["" # "",""#X#"","" # ""]",@{count=1; id=minecraft:smoker},,,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:smooth_basalt},,minecraft:basalt,0.1,200,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:smooth_quartz},,minecraft:quartz_block,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_quartz},building,,"""###""",@{count=6; id=minecraft:smooth_quartz_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:smooth_quartz_slab},,minecraft:smooth_quartz,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_quartz},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:smooth_quartz_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:smooth_quartz_stairs},,minecraft:smooth_quartz,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:smooth_red_sandstone},,minecraft:red_sandstone,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_red_sandstone},building,,"""###""",@{count=6; id=minecraft:smooth_red_sandstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:smooth_red_sandstone_slab},,minecraft:smooth_red_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_red_sandstone},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:smooth_red_sandstone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:smooth_red_sandstone_stairs},,minecraft:smooth_red_sandstone,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:smooth_sandstone},,minecraft:sandstone,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_sandstone},building,,"""###""",@{count=6; id=minecraft:smooth_sandstone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:smooth_sandstone_slab},,minecraft:smooth_sandstone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_sandstone},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:smooth_sandstone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:smooth_sandstone_stairs},,minecraft:smooth_sandstone,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:smooth_stone},,minecraft:stone,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:smooth_stone},building,,"""###""",@{count=6; id=minecraft:smooth_stone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:smooth_stone_slab},,minecraft:smooth_stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:blackstone; S=minecraft:snout_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:snout_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:snout,,,,,,,,#minecraft:trim_materials,minecraft:snout_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{#=minecraft:snow_block},misc,,"""###""",@{count=6; id=minecraft:snow},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:snowball},building,,"[""##"",""##""]",@{count=1; id=minecraft:snow_block},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:soul_fire_base_blocks; L=#minecraft:logs; S=minecraft:stick},misc,,"["" S "",""S#S"",""LLL""]",@{count=1; id=minecraft:soul_campfire},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:soul_torch; X=minecraft:iron_nugget},misc,,"[""XXX"",""X#X"",""XXX""]",@{count=1; id=minecraft:soul_lantern},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; S=#minecraft:soul_fire_base_blocks; X=System.Object[]},misc,,"[""X"",""#"",""S""]",@{count=4; id=minecraft:soul_torch},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glowstone_dust; X=minecraft:arrow},equipment,,"["" # "",""#X#"","" # ""]",@{count=2; id=minecraft:spectral_arrow},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:purpur_block; S=minecraft:spire_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:spire_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:spire,,,,,,,,#minecraft:trim_materials,minecraft:spire_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:smelting,,blocks,,,@{id=minecraft:sponge},,minecraft:wet_sponge,0.15,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks},misc,boat,"[""# #"",""###""]",@{count=1; id=minecraft:spruce_boat},,,,,,,,,,
minecraft:crafting_shapeless,,redstone,wooden_button,,@{count=1; id=minecraft:spruce_button},"""minecraft:spruce_planks""",,,,,,,,,
minecraft:crafting_shapeless,,misc,chest_boat,,@{count=1; id=minecraft:spruce_chest_boat},"[""minecraft:chest"",""minecraft:spruce_boat""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks},redstone,wooden_door,"[""##"",""##"",""##""]",@{count=3; id=minecraft:spruce_door},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:spruce_planks},misc,wooden_fence,"[""W#W"",""W#W""]",@{count=3; id=minecraft:spruce_fence},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:spruce_planks},redstone,wooden_fence_gate,"[""#W#"",""#W#""]",@{count=1; id=minecraft:spruce_fence_gate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_spruce_log; X=minecraft:iron_chain},misc,hanging_sign,"[""X X"",""###"",""###""]",@{count=6; id=minecraft:spruce_hanging_sign},,,,,,,,,,
minecraft:crafting_shapeless,,building,planks,,@{count=4; id=minecraft:spruce_planks},"""#minecraft:spruce_logs""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks},redstone,wooden_pressure_plate,"""##""",@{count=1; id=minecraft:spruce_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_spruce_log},misc,shelf,"[""###"",""   "",""###""]",@{count=6; id=minecraft:spruce_shelf},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks; X=minecraft:stick},misc,wooden_sign,"[""###"",""###"","" X ""]",@{count=3; id=minecraft:spruce_sign},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks},building,wooden_slab,"""###""",@{count=6; id=minecraft:spruce_slab},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks},building,wooden_stairs,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:spruce_stairs},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_planks},redstone,wooden_trapdoor,"[""###"",""###""]",@{count=2; id=minecraft:spruce_trapdoor},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:spruce_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:spruce_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:amethyst_shard; X=minecraft:copper_ingot},equipment,,"["" # "","" X "","" X ""]",@{count=1; id=minecraft:spyglass},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks},misc,sticks,"[""#"",""#""]",@{count=4; id=minecraft:stick},,,,,,,,,,
minecraft:crafting_shaped,@{P=minecraft:piston; S=minecraft:slime_ball},redstone,,"[""S"",""P""]",@{count=1; id=minecraft:sticky_piston},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:bamboo},misc,sticks,"[""#"",""#""]",@{count=1; id=minecraft:stick},,,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:stone},,minecraft:cobblestone,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone; I=minecraft:iron_ingot},misc,,"["" I "",""###""]",@{count=1; id=minecraft:stonecutter},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:stone_tool_materials},equipment,,"[""XX"",""X#"","" #""]",@{count=1; id=minecraft:stone_axe},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone},building,,"[""##"",""##""]",@{count=4; id=minecraft:stone_bricks},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:stone_bricks},,minecraft:stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone_bricks},building,,"""###""",@{count=6; id=minecraft:stone_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:stone_brick_slab},,minecraft:stone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:stone_brick_slab},,minecraft:stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:stone_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:stone_brick_stairs},,minecraft:stone_bricks,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:stone_brick_stairs},,minecraft:stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:stone_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:stone_brick_wall},,minecraft:stone,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:stone_brick_wall},,minecraft:stone_bricks,,,,,,,,
minecraft:crafting_shapeless,,redstone,,,@{count=1; id=minecraft:stone_button},"""minecraft:stone""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:stone_tool_materials},equipment,,"[""XX"","" #"","" #""]",@{count=1; id=minecraft:stone_hoe},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:stone_tool_materials},equipment,,"[""XXX"","" # "","" # ""]",@{count=1; id=minecraft:stone_pickaxe},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone},redstone,,"""##""",@{count=1; id=minecraft:stone_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:stone_tool_materials},equipment,,"[""X"",""#"",""#""]",@{count=1; id=minecraft:stone_shovel},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone},building,,"""###""",@{count=6; id=minecraft:stone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:stone_slab},,minecraft:stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:stone_tool_materials},equipment,,"[""  X"","" # "",""#  ""]",@{count=1; id=minecraft:stone_spear},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stone},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:stone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:stone_stairs},,minecraft:stone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; X=#minecraft:stone_tool_materials},equipment,,"[""X"",""X"",""#""]",@{count=1; id=minecraft:stone_sword},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_acacia_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_acacia_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_birch_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_birch_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_cherry_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_cherry_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_crimson_stem},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_crimson_hyphae},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_dark_oak_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_dark_oak_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_jungle_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_jungle_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_mangrove_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_mangrove_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_oak_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_oak_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_pale_oak_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_pale_oak_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_spruce_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_spruce_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_warped_stem},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:stripped_warped_hyphae},,,,,,,,,,
minecraft:crafting_shapeless,,misc,sugar,,@{count=3; id=minecraft:sugar},"""minecraft:honey_bottle""",,,,,,,,,
minecraft:crafting_shapeless,,misc,sugar,,@{count=1; id=minecraft:sugar},"""minecraft:sugar_cane""",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:allium""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:azure_bluet""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:blue_orchid""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:closed_eyeblossom""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:cornflower""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:dandelion""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:lily_of_the_valley""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:open_eyeblossom""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:orange_tulip""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:oxeye_daisy""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:pink_tulip""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:poppy""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:red_tulip""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:torchflower""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:white_tulip""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,suspicious_stew,,@{components=; count=1; id=minecraft:suspicious_stew},"[""minecraft:bowl"",""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:wither_rose""]",,,,,,,,,
minecraft:crafting_shaped,@{H=minecraft:hay_block; R=minecraft:redstone},redstone,,"["" R "",""RHR"","" R ""]",@{count=1; id=minecraft:target},,,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:terracotta},,minecraft:clay,0.35,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:prismarine; S=minecraft:tide_armor_trim_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:tide_armor_trim_smithing_template},,,,,,,,,,
minecraft:smithing_trim,,,,minecraft:tide,,,,,,,,#minecraft:trim_materials,minecraft:tide_armor_trim_smithing_template,#minecraft:trimmable_armor,
minecraft:crafting_shaped,@{G=minecraft:glass; S=minecraft:amethyst_shard},building,,"["" S "",""SGS"","" S ""]",@{count=2; id=minecraft:tinted_glass},,,,,,,,,,
minecraft:crafting_special_tippedarrow,,misc,,,,,,,,,,,,,
minecraft:crafting_shaped,@{#=System.Object[]; X=minecraft:gunpowder},redstone,,"[""X#X"",""#X#"",""X#X""]",@{count=1; id=minecraft:tnt},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:tnt_minecart},"[""minecraft:tnt"",""minecraft:minecart""]",,,,,,,,,
